City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Sterling,US,2020-02-23 08:31:33,39.01,-77.43,33.01,79,1,2.84
304,Mahebourg,MU,2020-02-23 08:31:34,-20.41,57.7,84.99,70,75,8.05
305,Aguimes,ES,2020-02-23 08:31:34,27.91,-15.45,75.0,35,23,6.93
306,Ust-Omchug,RU,2020-02-23 08:30:37,61.15,149.63,-12.98,99,95,3.36
307,Sorokino,RU,2020-02-23 08:31:34,53.75,84.92,28.02,89,87,8.43
308,Kavieng,PG,2020-02-23 08:31:34,-2.57,150.8,84.09,71,84,4.03
309,Avera,US,2020-02-23 08:31:35,33.19,-82.53,37.0,51,1,1.05
310,Estelle,US,2020-02-23 08:31:35,29.85,-90.11,50.0,100,1,2.33
311,Cockburn Town,TC,2020-02-23 08:31:35,21.46,-71.14,75.79,78,31,21.21
312,Margate,GB,2020-02-23 08:31:35,51.38,1.39,55.0,87,75,25.28
313,Asau,RO,2020-02-23 08:31:00,46.43,26.4,48.2,59,100,3.36
314,Kismayo,SO,2020-02-23 08:28:16,-0.36,42.55,84.65,74,71,21.5
315,Kumluca,TR,2020-02-23 08:31:36,36.37,30.29,50.45,73,37,10.76
316,Kirakira,SB,2020-02-23 08:31:36,-10.45,161.92,78.82,88,51,7.49
317,Kendari,ID,2020-02-23 08:31:36,-3.94,122.5,80.73,91,97,3.58
318,Verkhnyaya Inta,RU,2020-02-23 08:31:37,65.98,60.31,32.14,78,53,16.28
319,Zhifang,CN,2020-02-23 08:31:37,30.35,114.32,68.0,42,99,6.71
320,Workington,GB,2020-02-23 08:31:13,54.64,-3.54,42.01,90,100,4.0
321,Kushiro,JP,2020-02-23 08:31:37,42.98,144.37,35.6,51,40,17.22
322,Kabare,CD,2020-02-23 08:31:37,-2.47,28.82,73.56,77,100,2.19
323,Tabriz,IR,2020-02-23 08:28:05,38.08,46.29,44.6,75,75,4.7
324,Tommot,RU,2020-02-23 08:30:29,58.96,126.29,5.88,95,100,2.37
325,Fairbanks,US,2020-02-23 08:31:38,64.84,-147.72,3.2,70,90,8.05
326,Talnakh,RU,2020-02-23 08:31:38,69.49,88.4,10.4,92,75,31.32
327,Timmins,CA,2020-02-23 08:31:38,48.47,-81.33,26.6,79,5,3.36
328,Palora,EC,2020-02-23 08:31:39,-1.7,-77.93,65.68,96,100,1.74
329,Buchanan,LR,2020-02-23 08:31:39,5.88,-10.05,77.0,94,75,5.82
330,Arman,RU,2020-02-23 08:31:39,59.7,150.17,0.16,94,81,3.96
331,Khash,IR,2020-02-23 08:31:40,28.22,61.22,66.4,40,0,19.46
332,Vila Velha,BR,2020-02-23 08:31:40,-20.33,-40.29,75.2,88,90,13.87
333,Ca Mau,VN,2020-02-23 08:31:40,9.18,105.15,87.39,46,11,15.93
334,Macae,BR,2020-02-23 08:30:51,-22.37,-41.79,71.6,100,90,1.12
335,Awbari,LY,2020-02-23 08:31:41,26.59,12.78,56.01,46,0,13.76
336,Williams Lake,CA,2020-02-23 08:31:41,52.14,-122.14,24.8,58,75,5.82
337,Nampula,MZ,2020-02-23 08:31:41,-15.12,39.27,87.8,62,75,10.29
338,Adra,ES,2020-02-23 08:31:41,36.75,-3.02,53.6,81,0,12.75
339,Mariinsk,RU,2020-02-23 08:31:41,56.21,87.75,24.89,90,94,2.42
340,Broken Hill,AU,2020-02-23 08:30:53,-31.95,141.43,87.8,27,40,16.11
341,Gerash,IR,2020-02-23 08:31:42,27.67,54.14,73.4,28,0,8.77
342,Flin Flon,CA,2020-02-23 08:30:34,54.77,-101.86,28.96,93,100,8.37
343,Norman Wells,CA,2020-02-23 08:31:42,65.28,-126.83,5.0,84,90,1.95
344,Sao Gabriel Da Cachoeira,BR,2020-02-23 08:31:42,-0.13,-67.09,74.12,99,100,2.71
345,Rincon,US,2020-02-23 08:31:43,32.3,-81.24,37.0,100,75,1.57
346,Marabba,SD,2020-02-23 08:31:43,12.35,32.18,89.02,9,0,14.74
347,Mpika,ZM,2020-02-23 08:31:43,-11.83,31.45,82.31,62,100,1.79
348,Tanout,NE,2020-02-23 08:31:43,14.97,8.89,76.12,12,1,23.29
349,Praia Da Vitoria,PT,2020-02-23 08:31:44,38.73,-27.07,57.2,71,20,6.73
350,Palaikastron,GR,2020-02-23 08:31:24,35.2,26.25,52.74,74,35,28.77
351,Husavik,IS,2020-02-23 08:31:44,66.04,-17.34,20.07,67,29,9.01
352,Alihe,CN,2020-02-23 08:31:45,50.57,123.72,16.14,87,100,0.47
353,Kindu,CD,2020-02-23 08:31:45,-2.95,25.95,90.19,50,68,3.18
354,Hirara,JP,2020-02-23 08:31:45,24.8,125.28,69.8,68,40,13.87
355,Krasnoselkup,RU,2020-02-23 08:31:45,65.7,82.47,14.0,92,100,21.18
356,Vaitape,PF,2020-02-23 08:29:56,-16.52,-151.75,82.9,72,1,8.57
357,Daru,PG,2020-02-23 08:31:46,-9.08,143.21,80.62,88,72,6.29
358,Pastavy,BY,2020-02-23 08:31:46,55.12,26.83,37.99,79,100,20.15
359,Dumai,ID,2020-02-23 08:31:46,1.68,101.45,89.78,52,51,5.41
360,Bata,GQ,2020-02-23 08:31:47,1.86,9.77,85.37,68,59,3.76
361,Ineu,RO,2020-02-23 08:31:47,46.43,21.85,45.0,78,100,12.75
362,Quelimane,MZ,2020-02-23 08:31:47,-17.88,36.89,92.82,53,99,3.15
363,Lodja,CD,2020-02-23 08:31:47,-3.48,23.43,81.41,74,100,3.02
364,Tura,IN,2020-02-23 08:31:48,25.52,90.22,88.18,26,67,5.97
365,Nikolayevka,RU,2020-02-23 08:31:48,53.13,47.2,29.59,90,100,15.88
366,Talikota,IN,2020-02-23 08:31:48,16.48,76.32,91.47,20,40,11.07
367,Calabar,NG,2020-02-23 08:31:48,4.95,8.32,90.01,59,42,4.56
368,Mogadishu,SO,2020-02-23 08:31:48,2.04,45.34,89.6,55,40,13.87
369,Saint-Louis,SN,2020-02-23 08:31:49,16.33,-15.0,68.0,49,100,6.93
370,Mandan,US,2020-02-23 08:29:44,46.83,-100.89,39.0,69,1,11.41
371,Satipo,PE,2020-02-23 08:31:49,-11.25,-74.64,59.99,98,100,0.74
372,Egvekinot,RU,2020-02-23 08:31:49,66.32,-179.17,-33.54,99,0,1.66
373,Prince Rupert,CA,2020-02-23 08:29:20,54.32,-130.32,37.4,74,90,6.93
374,Walvis Bay,NA,2020-02-23 08:31:50,-22.96,14.51,66.2,77,75,13.87
375,Brae,GB,2020-02-23 08:31:50,60.4,-1.35,41.0,93,99,1.12
376,Dubbo,AU,2020-02-23 08:27:49,-32.25,148.62,71.6,68,90,6.93
377,Celestun,MX,2020-02-23 08:31:51,20.87,-90.4,71.11,66,23,10.27
378,Souillac,MU,2020-02-23 08:31:51,-20.52,57.52,84.99,70,75,8.05
379,Guiglo,CI,2020-02-23 08:31:51,6.55,-7.5,80.31,81,33,3.42
380,Parakou,BJ,2020-02-23 08:31:51,9.34,2.63,86.99,13,0,6.82
381,Diamantino,BR,2020-02-23 08:31:21,-14.41,-56.45,67.78,98,100,2.91
382,Nandikotkur,IN,2020-02-23 08:31:52,15.87,78.27,92.3,18,33,10.27
383,Challans,FR,2020-02-23 08:31:52,46.84,-1.87,51.8,93,90,12.75
384,Katsuura,JP,2020-02-23 08:31:52,35.13,140.3,57.0,27,20,14.99
385,Oranjestad,AW,2020-02-23 08:27:30,12.52,-70.03,75.2,88,20,6.93
386,Dabat,ET,2020-02-23 08:31:52,12.98,37.77,76.64,24,0,8.05
387,Longyearbyen,SJ,2020-02-23 08:31:31,78.22,15.64,-2.2,64,20,10.29
388,Baykit,RU,2020-02-23 08:31:18,61.67,96.37,24.93,88,96,4.81
389,Pasni,PK,2020-02-23 08:31:53,25.26,63.47,85.77,20,0,7.99
390,Ostrowiec Swietokrzyski,PL,2020-02-23 08:31:53,50.93,21.39,45.0,79,100,13.0
391,Abnub,EG,2020-02-23 08:31:53,27.27,31.15,53.6,54,18,5.82
392,Harta,HU,2020-02-23 08:31:54,46.7,19.03,48.0,52,100,6.93
393,Copiapo,CL,2020-02-23 08:31:54,-27.37,-70.33,62.6,82,5,3.36
394,Port Lincoln,AU,2020-02-23 08:31:54,-34.73,135.87,73.74,54,69,12.21
395,Kamaishi,JP,2020-02-23 08:31:54,39.27,141.88,35.6,69,75,11.41
396,Roebourne,AU,2020-02-23 08:31:54,-20.78,117.13,97.29,29,0,15.59
397,Nurota,UZ,2020-02-23 08:31:55,40.56,65.69,59.0,51,100,9.17
398,Aklavik,CA,2020-02-23 08:31:55,68.22,-135.01,-2.2,77,90,4.7
399,Atbasar,KZ,2020-02-23 08:31:55,51.8,68.33,22.82,90,91,1.88
400,Grand-Lahou,CI,2020-02-23 08:31:55,5.14,-5.02,82.62,88,0,9.69
401,Scottsbluff,US,2020-02-23 08:31:56,41.87,-103.67,35.6,35,1,14.36
402,Mityana,UG,2020-02-23 08:31:56,0.42,32.02,80.6,78,20,4.7
403,Puntarenas,CR,2020-02-23 08:31:56,9.98,-84.84,69.8,43,99,19.46
404,Warmbad,NA,2020-02-23 08:31:56,-28.45,18.73,82.24,26,0,19.84
405,Bjornevatn,NO,2020-02-23 08:31:57,69.67,29.98,26.6,100,100,6.93
406,Foumban,CM,2020-02-23 08:31:57,5.73,10.9,88.23,26,0,4.25
407,Hamilton,US,2020-02-23 08:31:29,39.18,-84.53,34.0,85,1,4.72
408,Jiayuguan,CN,2020-02-23 08:31:57,39.82,98.3,49.14,18,42,24.85
409,Ust-Karsk,RU,2020-02-23 08:31:58,52.7,118.81,13.87,92,99,2.55
410,Hovd,MN,2020-02-23 08:31:58,48.01,91.64,35.83,39,80,1.52
411,Ouadda,CF,2020-02-23 08:31:58,8.08,22.4,92.39,9,0,8.72
412,Mezen,RU,2020-02-23 08:31:59,65.85,44.24,32.36,96,100,24.4
413,Saint-Georges,GD,2020-02-23 08:30:58,12.06,-61.75,77.0,83,20,11.14
414,Kununurra,AU,2020-02-23 08:31:59,-15.77,128.73,102.2,21,63,5.82
415,Bermejo,AR,2020-02-23 08:31:59,-32.88,-68.8,60.8,67,0,0.78
416,Rio Grande,BR,2020-02-23 08:32:00,-32.03,-52.1,59.0,96,81,7.85
417,Kollo,NE,2020-02-23 08:32:00,13.3,2.34,80.6,10,0,14.99
418,Ocos,GT,2020-02-23 08:32:00,14.51,-92.19,75.2,88,5,2.86
419,Shaowu,CN,2020-02-23 08:32:00,27.34,117.48,64.38,71,42,1.88
420,Hailey,US,2020-02-23 08:32:00,43.52,-114.32,23.0,79,1,10.29
421,Rudkobing,DK,2020-02-23 08:32:01,54.94,10.71,44.6,75,100,11.41
422,Creel,MX,2020-02-23 08:32:01,27.75,-107.63,42.58,94,0,5.01
423,Isiro,CD,2020-02-23 08:32:01,2.77,27.62,89.71,35,75,3.49
424,Suoyarvi,RU,2020-02-23 08:32:01,62.08,32.35,34.0,79,100,16.53
425,Springbok,ZA,2020-02-23 08:32:01,-29.66,17.89,75.2,41,0,24.16
426,Mayya,RU,2020-02-23 08:32:02,61.73,130.28,-14.8,75,100,2.24
427,Clyde,US,2020-02-23 08:32:02,41.3,-82.98,35.01,59,90,8.05
428,Nobres,BR,2020-02-23 08:32:02,-14.72,-56.33,67.78,98,100,2.91
429,Kokopo,PG,2020-02-23 08:32:02,-4.35,152.26,84.54,78,34,13.71
430,Sioux Lookout,CA,2020-02-23 08:30:54,50.1,-91.92,28.4,63,90,5.82
431,Birin,NP,2020-02-23 08:32:03,26.89,88.07,57.83,63,54,4.23
432,Minab,IR,2020-02-23 08:32:03,27.15,57.08,78.8,69,20,9.17
433,Jalu,LY,2020-02-23 08:32:03,29.03,21.55,57.6,49,0,21.18
434,Ossora,RU,2020-02-23 08:32:03,59.24,163.07,-6.97,81,18,3.65
435,Gijon,ES,2020-02-23 08:32:04,43.54,-5.66,46.99,93,90,6.93
436,Kutum,SD,2020-02-23 08:32:04,14.2,24.67,75.11,11,0,11.01
437,Muros,ES,2020-02-23 08:32:04,42.78,-9.06,57.99,100,20,3.36
438,Abong Mbang,CM,2020-02-23 08:32:04,3.98,13.18,90.55,32,33,3.33
439,Nadym,RU,2020-02-23 08:32:04,65.53,72.52,28.31,88,68,21.7
440,Ukiah,US,2020-02-23 08:32:05,39.15,-123.21,50.0,75,1,3.36
441,Richards Bay,ZA,2020-02-23 08:32:05,-28.78,32.04,75.94,70,100,36.19
442,Sangar,RU,2020-02-23 08:32:05,63.92,127.47,-8.86,97,100,0.58
443,Cardston,CA,2020-02-23 08:32:06,49.2,-113.3,28.99,92,1,5.82
444,Igrim,RU,2020-02-23 08:32:06,63.19,64.42,32.36,87,3,12.35
445,Kruisfontein,ZA,2020-02-23 08:32:06,-34.0,24.73,67.06,48,61,8.3
446,Bogdanovich,RU,2020-02-23 08:32:06,56.78,62.05,30.45,94,68,7.54
447,Hammerfest,NO,2020-02-23 08:32:07,70.66,23.68,30.2,80,100,6.93
448,Igarka,RU,2020-02-23 08:32:07,67.47,86.58,11.59,94,100,15.08
449,Wukari,NG,2020-02-23 08:32:07,7.85,9.78,89.87,10,1,10.27
450,Axim,GH,2020-02-23 08:32:08,4.87,-2.24,85.42,73,40,5.03
451,Goma,CD,2020-02-23 08:29:46,-1.68,29.22,75.2,64,75,6.93
452,Kimbe,PG,2020-02-23 08:32:09,-5.55,150.14,78.58,88,36,2.42
453,Zhigansk,RU,2020-02-23 08:32:09,66.77,123.37,-11.97,100,95,5.84
454,Iracoubo,GF,2020-02-23 08:32:10,5.48,-53.2,78.91,83,100,16.8
455,Moron,AR,2020-02-23 08:30:41,-34.65,-58.62,59.0,93,0,4.7
456,Deming,US,2020-02-23 08:32:10,32.27,-107.76,50.0,87,90,3.36
457,Pisco,PE,2020-02-23 08:32:10,-13.7,-76.22,73.4,88,20,1.88
458,Gorontalo,ID,2020-02-23 08:31:33,0.54,123.06,83.44,70,89,3.87
459,Macaparana,BR,2020-02-23 08:32:11,-7.55,-35.45,75.2,88,75,8.05
460,Sinnamary,GF,2020-02-23 08:31:44,5.38,-52.95,78.91,83,100,16.8
461,Kavaratti,IN,2020-02-23 08:32:11,10.57,72.64,82.69,71,89,4.99
462,Uige,AO,2020-02-23 08:32:11,-7.61,15.06,77.47,89,99,2.57
463,Aykhal,RU,2020-02-23 08:32:11,66.0,111.5,3.2,91,67,4.47
464,Buraydah,SA,2020-02-23 08:32:12,26.33,43.98,68.0,42,40,4.7
465,Traverse City,US,2020-02-23 08:32:12,44.76,-85.62,39.2,74,1,10.94
466,Jurm,AF,2020-02-23 08:32:12,36.86,70.83,36.03,81,20,1.63
467,Danville,US,2020-02-23 08:32:12,36.59,-79.39,34.0,74,1,3.36
468,Hobyo,SO,2020-02-23 08:31:21,5.35,48.53,86.94,44,33,21.56
469,Wollongong,AU,2020-02-23 08:31:48,-34.43,150.88,75.2,60,75,10.29
470,Oga,IT,2020-02-23 08:32:13,46.46,10.35,44.6,93,90,4.7
471,Uyemskiy,RU,2020-02-23 08:32:13,64.47,40.85,33.8,92,90,17.9
472,Grootfontein,NA,2020-02-23 08:30:45,-19.57,18.12,77.34,60,88,11.48
473,Fraga,ES,2020-02-23 08:32:14,41.52,0.35,41.0,93,0,1.61
474,Okahandja,NA,2020-02-23 08:32:14,-21.98,16.92,69.8,83,7,2.24
475,Itaituba,BR,2020-02-23 08:32:14,-4.28,-55.98,72.43,98,100,1.68
476,Tromso,NO,2020-02-23 08:32:14,69.65,18.96,35.6,69,75,20.8
477,Zabid,YE,2020-02-23 08:32:15,14.2,43.32,79.88,67,99,6.71
478,Kiama,AU,2020-02-23 08:32:15,-34.68,150.87,73.4,64,100,11.41
479,Bafra,TR,2020-02-23 08:32:15,41.57,35.91,44.6,75,75,6.93
480,Pemangkat,ID,2020-02-23 08:32:15,1.17,108.97,81.84,85,60,12.66
481,Monrovia,LR,2020-02-23 08:30:54,6.3,-10.8,77.0,94,75,5.82
482,Kashi,CN,2020-02-23 08:32:16,39.45,75.98,64.4,9,62,6.71
483,Vicuna,CL,2020-02-23 08:32:16,-30.03,-70.71,55.0,82,98,0.2
484,Omutninsk,RU,2020-02-23 08:32:16,58.67,52.19,25.47,91,100,17.0
485,Gat,IL,2020-02-23 08:31:59,31.61,34.76,62.01,67,75,4.7
486,Escarcega,MX,2020-02-23 08:32:17,18.61,-90.75,61.75,78,0,3.18
487,College,US,2020-02-23 08:32:17,64.86,-147.8,3.2,70,90,8.05
488,Mutoko,ZW,2020-02-23 08:32:17,-17.4,32.23,83.59,60,72,3.98
489,Maputo,MZ,2020-02-23 08:29:01,-25.97,32.59,75.2,78,90,21.92
490,Tateyama,JP,2020-02-23 08:31:59,34.98,139.87,57.2,27,20,14.99
491,Port Hardy,CA,2020-02-23 08:32:18,50.7,-127.42,41.0,80,75,25.28
492,Rochdale,GB,2020-02-23 08:32:18,53.62,-2.16,45.0,100,75,4.7
493,Jinchang,CN,2020-02-23 08:32:18,38.5,102.17,45.32,22,100,4.99
494,Teknaf,BD,2020-02-23 08:32:18,20.86,92.31,91.9,15,0,7.29
495,Samarai,PG,2020-02-23 08:32:19,-10.62,150.67,79.92,86,100,4.14
496,Namatanai,PG,2020-02-23 08:32:19,-3.67,152.43,84.16,75,10,9.4
497,Labuhan,ID,2020-02-23 08:32:19,-6.88,112.21,83.37,82,76,7.0
498,Maldonado,UY,2020-02-23 08:32:19,-34.67,-54.92,51.8,100,0,3.74
499,Pacific Grove,US,2020-02-23 08:32:20,36.62,-121.92,53.6,76,90,5.82
500,Magadan,RU,2020-02-23 08:32:20,59.57,150.8,1.99,93,95,5.68
501,Andradas,BR,2020-02-23 08:29:52,-22.07,-46.57,56.52,96,27,4.61
502,Log,RU,2020-02-23 08:32:20,49.48,43.86,33.64,100,98,13.11
503,Punta Umbria,ES,2020-02-23 08:32:21,37.18,-6.97,57.0,65,0,14.99
504,Araouane,ML,2020-02-23 08:32:21,18.9,-3.53,81.75,8,53,13.33
505,Belaya Gora,RU,2020-02-23 08:32:21,68.53,146.42,-18.29,100,94,1.5
506,Belmonte,BR,2020-02-23 08:32:21,-15.86,-38.88,78.8,83,20,6.93
507,Cefalu,IT,2020-02-23 08:32:21,38.04,14.02,57.0,71,25,1.99
508,Gornopravdinsk,RU,2020-02-23 08:32:22,60.05,69.9,26.49,92,99,10.87
509,Callaguip,PH,2020-02-23 08:32:22,18.07,120.49,84.2,66,20,19.46
510,Leninskoye,RU,2020-02-23 08:32:22,47.94,132.62,13.03,84,0,4.36
511,Rameshki,RU,2020-02-23 08:32:22,57.34,36.05,35.83,88,100,10.13
512,Fort Payne,US,2020-02-23 08:29:06,34.44,-85.72,39.99,92,1,3.36
513,Dudinka,RU,2020-02-23 08:32:05,69.41,86.18,10.4,92,75,31.32
514,Calama,CL,2020-02-23 08:32:23,-22.47,-68.93,51.44,91,16,2.73
515,Chabahar,IR,2020-02-23 08:32:23,25.29,60.64,77.45,48,0,7.11
516,Uvira,CD,2020-02-23 08:32:23,-3.41,29.15,67.14,66,100,5.73
517,Hibbing,US,2020-02-23 08:32:24,47.43,-92.94,26.6,92,1,5.79
518,Beringovskiy,RU,2020-02-23 08:32:24,63.05,179.32,-13.14,86,0,2.26
519,Disna,BY,2020-02-23 08:32:24,55.57,28.2,39.45,67,68,21.21
520,Alyangula,AU,2020-02-23 08:32:24,-13.85,136.42,86.0,74,100,3.36
521,Chifeng,CN,2020-02-23 08:32:25,42.27,118.96,35.1,58,21,3.85
522,Tukan,RU,2020-02-23 08:32:25,53.84,57.46,30.29,85,49,5.26
523,Ranot,TH,2020-02-23 08:32:25,7.78,100.32,81.5,74,27,20.47
524,Ostrovnoy,RU,2020-02-23 08:29:44,68.05,39.51,31.55,89,100,21.23
525,Puerto Colombia,CO,2020-02-23 08:32:26,10.99,-74.95,77.0,78,94,13.87
526,Kalmunai,LK,2020-02-23 08:30:55,7.42,81.82,81.68,77,100,18.61
527,Tynda,RU,2020-02-23 08:32:26,55.17,124.72,5.34,96,100,1.48
528,Sumbawanga,TZ,2020-02-23 08:32:27,-7.97,31.62,71.6,73,75,5.39
529,Abu Kamal,SY,2020-02-23 08:32:27,34.45,40.92,62.65,48,0,3.85
530,Takoradi,GH,2020-02-23 08:32:18,4.88,-1.76,85.42,73,40,5.03
531,Ust-Nera,RU,2020-02-23 08:32:27,64.57,143.2,-31.65,100,91,0.89
532,Merauke,ID,2020-02-23 08:32:27,-8.47,140.33,79.59,88,99,9.4
533,Patrocinio,BR,2020-02-23 08:32:28,-18.94,-46.99,68.0,100,90,2.24
534,Paracuru,BR,2020-02-23 08:31:43,-3.41,-39.03,75.99,88,75,2.24
535,Bandarbeyla,SO,2020-02-23 08:31:08,9.49,50.81,78.21,72,71,16.62
536,Aloleng,PH,2020-02-23 08:32:28,16.13,119.78,79.97,53,10,9.71
537,Tashtyp,RU,2020-02-23 08:32:29,52.79,89.9,22.28,93,100,6.08
538,Sosnovo-Ozerskoye,RU,2020-02-23 08:32:29,52.52,111.54,18.01,75,99,10.27
539,Kolokani,ML,2020-02-23 08:32:30,13.57,-8.03,85.51,9,61,16.33
540,Clyde River,CA,2020-02-23 08:30:40,70.47,-68.59,-29.2,66,1,13.87
541,Bhopal,IN,2020-02-23 08:31:54,23.27,77.4,77.0,50,0,4.7
542,Jiuquan,CN,2020-02-23 08:32:31,39.74,98.52,41.32,22,85,4.27
543,Nalut,LY,2020-02-23 08:32:31,30.33,10.85,53.19,53,0,12.62
544,Esso,RU,2020-02-23 08:32:32,55.93,158.7,-10.46,97,6,4.59
545,Lubon,PL,2020-02-23 08:32:32,52.35,16.89,46.0,70,20,12.75
546,Ustye,RU,2020-02-23 08:32:32,59.63,39.74,35.53,87,93,17.0
547,Mantua,IT,2020-02-23 08:32:32,45.17,10.78,54.0,93,98,1.12
548,Ponta Delgada,PT,2020-02-23 08:30:20,37.73,-25.67,55.4,87,75,4.7
549,Ivankiv,UA,2020-02-23 08:32:33,50.94,29.89,42.8,70,100,17.9
550,Gebre Guracha,ET,2020-02-23 08:32:33,9.8,38.4,79.88,27,2,9.33
551,Goderich,CA,2020-02-23 08:32:33,43.75,-81.72,36.0,79,100,10.6
552,Pishin,PK,2020-02-23 08:32:33,30.58,67.0,62.51,28,0,7.14
553,Wau,SS,2020-02-23 08:32:33,7.7,28.0,94.03,8,73,7.47
554,Ilulissat,GL,2020-02-23 08:31:44,69.22,-51.1,1.4,45,9,10.29
555,Rovaniemi,FI,2020-02-23 08:32:34,66.5,25.72,32.0,92,90,6.93
556,Nemuro,JP,2020-02-23 08:32:34,43.32,145.57,30.2,74,75,23.04
557,Burgess Hill,GB,2020-02-23 08:32:34,50.96,-0.13,55.4,100,75,21.92
558,Shamgarh,IN,2020-02-23 08:32:34,24.18,75.63,85.15,20,0,3.76
559,Safranbolu,TR,2020-02-23 08:32:35,41.25,32.69,42.8,87,75,6.93
560,Sao Joao Da Barra,BR,2020-02-23 08:32:08,-21.64,-41.05,73.58,84,100,18.12
561,Yanam,IN,2020-02-23 08:32:35,16.73,82.22,89.6,55,20,4.7
562,Lyambir,RU,2020-02-23 08:32:35,54.28,45.12,30.56,89,100,20.87
563,Okhotsk,RU,2020-02-23 08:32:35,59.38,143.3,-10.75,97,0,2.3
564,Khasan,RU,2020-02-23 08:32:36,42.43,130.64,32.13,59,92,3.13
565,Bage,BR,2020-02-23 08:32:36,-31.33,-54.11,53.01,100,90,2.24
566,Qingdao,CN,2020-02-23 08:29:00,36.1,120.37,52.0,66,0,17.9
567,Duldurga,RU,2020-02-23 08:32:36,50.68,113.59,20.08,75,62,9.78
568,Ikom,NG,2020-02-23 08:32:37,5.97,8.71,95.45,41,46,2.55
569,Pochutla,MX,2020-02-23 08:29:54,15.74,-96.47,80.65,68,0,4.79
570,Yulara,AU,2020-02-23 08:32:37,-25.24,130.99,98.6,4,0,14.99
571,Changli,CN,2020-02-23 08:32:37,39.7,119.15,51.35,37,0,8.81
572,Black River,JM,2020-02-23 08:32:37,18.03,-77.85,77.0,78,40,4.7
573,Svobodnyy,RU,2020-02-23 08:32:37,51.4,128.13,11.46,96,100,6.6
574,Lasa,IT,2020-02-23 08:32:38,46.62,10.7,45.0,93,90,4.7
575,Lavrentiya,RU,2020-02-23 08:31:38,65.58,-171.0,-9.67,100,99,2.91
576,Mitsamiouli,KM,2020-02-23 08:32:38,-11.38,43.28,87.8,79,40,9.17
577,Tamparan,PH,2020-02-23 08:32:39,7.88,124.33,71.49,82,18,5.12
578,Abonnema,NG,2020-02-23 08:32:39,4.71,6.79,84.2,79,20,3.36
579,Barra Do Garcas,BR,2020-02-23 08:32:39,-15.89,-52.26,70.07,97,81,0.87
