City_ID,Unnamed: 0,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description,Rain inches last 3 hours,Snow inches last 3 hours
441,441,Sakakah,29.97,40.21,60.8,29,100,8.05,SA,2020-02-23 21:48:06,overcast clouds,0.0,0.0
442,442,Imbituba,-28.24,-48.67,75.2,64,75,9.17,BR,2020-02-23 21:47:25,broken clouds,0.0,0.0
443,443,Puerto Escondido,15.85,-97.07,87.8,79,20,5.82,MX,2020-02-23 21:44:16,few clouds,0.0,0.0
444,444,Kununurra,-15.77,128.73,75.2,88,78,4.7,AU,2020-02-23 21:48:07,broken clouds,0.0,0.0
445,445,Purpe,64.48,76.69,21.0,91,100,4.0,RU,2020-02-23 21:48:08,overcast clouds,0.0,0.0
446,446,Bosaso,11.28,49.18,76.42,81,1,15.82,SO,2020-02-23 21:48:08,clear sky,0.0,0.0
447,447,Camana,-16.62,-72.71,72.27,70,57,9.78,PE,2020-02-23 21:48:08,broken clouds,0.0,0.0
448,448,Port Hardy,50.7,-127.42,41.0,93,90,2.24,CA,2020-02-23 21:48:08,light rain,0.0,0.0
449,449,Tres Lagoas,-20.75,-51.68,75.45,89,99,8.03,BR,2020-02-23 21:48:08,overcast clouds,0.0,0.0
450,450,Aguie,13.51,7.78,75.94,12,0,15.79,NE,2020-02-23 21:48:09,clear sky,0.0,0.0
451,451,Yichun,47.7,128.9,14.23,96,98,2.59,CN,2020-02-23 21:48:09,light snow,0.0,0.5
452,452,Hami,42.8,93.45,28.92,59,65,0.63,CN,2020-02-23 21:48:09,broken clouds,0.0,0.0
453,453,Hudiksvall,61.73,17.1,34.0,55,40,5.99,SE,2020-02-23 21:48:09,scattered clouds,0.0,0.0
454,454,Northam,51.03,-4.22,48.0,93,75,4.7,GB,2020-02-23 21:48:09,light intensity drizzle,0.0,0.0
455,455,Saint-Georges,12.06,-61.75,78.8,88,75,9.17,GD,2020-02-23 21:48:10,broken clouds,0.0,0.0
456,456,Beipiao,41.79,120.78,28.49,63,40,6.31,CN,2020-02-23 21:48:10,scattered clouds,0.0,0.0
457,457,Tazovskiy,67.47,78.7,26.74,91,100,17.36,RU,2020-02-23 21:48:10,light snow,0.0,0.19
458,458,Onega,63.91,38.14,32.16,88,100,13.31,RU,2020-02-23 21:48:10,light snow,0.0,0.31
459,459,Srandakan,-7.94,110.25,75.56,83,11,2.68,ID,2020-02-23 21:48:11,few clouds,0.0,0.0
460,460,Vikhorevka,56.12,101.16,19.0,100,54,2.24,RU,2020-02-23 21:48:11,broken clouds,0.0,0.0
461,461,Strezhevoy,60.73,77.59,17.6,67,77,8.95,RU,2020-02-23 21:48:12,broken clouds,0.0,0.0
462,462,Cockburn Town,21.46,-71.14,77.0,65,75,16.11,TC,2020-02-23 21:43:55,broken clouds,0.0,0.0
463,463,Tanda,26.55,82.65,62.56,82,0,3.58,IN,2020-02-23 21:48:12,light rain,0.31,0.0
464,464,Olinda,-8.01,-34.86,84.2,74,40,9.17,BR,2020-02-23 21:48:12,scattered clouds,0.0,0.0
465,465,Japura,-0.32,102.35,72.21,98,4,2.24,ID,2020-02-23 21:48:13,clear sky,0.0,0.0
466,466,Langarud,37.2,50.15,50.0,93,90,5.37,IR,2020-02-23 21:48:13,mist,0.0,0.0
467,467,Manta,-0.95,-80.73,84.2,79,40,8.05,EC,2020-02-23 21:48:13,scattered clouds,0.0,0.0
468,468,Birin,26.89,88.07,45.63,75,33,3.6,NP,2020-02-23 21:48:13,scattered clouds,0.0,0.0
469,469,Codrington,-38.27,141.97,62.26,89,97,10.07,AU,2020-02-23 21:48:00,overcast clouds,0.0,0.0
470,470,Suzaka,36.65,138.32,28.0,88,0,4.81,JP,2020-02-23 21:48:14,clear sky,0.0,0.0
471,471,Lensk,60.73,114.93,5.32,95,97,7.16,RU,2020-02-23 21:48:14,overcast clouds,0.0,0.0
472,472,Verkhnevilyuysk,63.45,120.32,-10.55,98,84,4.29,RU,2020-02-23 21:48:14,broken clouds,0.0,0.0
473,473,Sesheke,-17.48,24.3,77.0,83,100,3.36,ZM,2020-02-23 21:48:14,light rain,1.19,0.0
474,474,Jaragua,-15.76,-49.33,69.8,88,40,2.08,BR,2020-02-23 21:48:14,thunderstorm,0.0,0.0
475,475,Kungurtug,50.6,97.52,11.84,97,100,1.57,RU,2020-02-23 21:48:15,light snow,0.0,0.25
476,476,Redmond,47.67,-122.12,50.0,70,75,13.87,US,2020-02-23 21:44:08,light rain,0.0,0.0
477,477,Harper,4.38,-7.72,78.84,91,96,5.3,LR,2020-02-23 21:48:15,overcast clouds,0.0,0.0
478,478,Beringovskiy,63.05,179.32,-12.48,87,1,3.53,RU,2020-02-23 21:48:15,clear sky,0.0,0.0
479,479,Deputatskiy,69.3,139.9,-21.6,96,0,3.11,RU,2020-02-23 21:48:15,clear sky,0.0,0.0
480,480,Sao Filipe,14.9,-24.5,68.41,83,23,16.4,CV,2020-02-23 21:43:45,few clouds,0.0,0.0
481,481,Kruisfontein,-34.0,24.73,56.48,78,0,4.38,ZA,2020-02-23 21:48:16,clear sky,0.0,0.0
482,482,Ranibennur,14.62,75.62,68.34,49,100,9.33,IN,2020-02-23 21:48:16,overcast clouds,0.0,0.0
483,483,Nsanje,-16.92,35.26,75.29,95,100,7.85,MW,2020-02-23 21:48:16,light rain,1.69,0.0
484,484,Fort Nelson,58.81,-122.7,28.4,42,20,2.24,CA,2020-02-23 21:48:16,few clouds,0.0,0.0
485,485,Saravan,39.72,45.65,41.0,86,90,9.17,AM,2020-02-23 21:48:17,overcast clouds,0.0,0.0
486,486,Seoul,37.57,126.98,35.6,86,1,1.12,KR,2020-02-23 21:43:27,clear sky,0.0,0.0
487,487,Labuhan,-6.88,112.21,74.53,94,0,3.24,ID,2020-02-23 21:48:17,clear sky,0.0,0.0
488,488,Kang,-23.68,22.79,68.2,88,100,11.74,BW,2020-02-23 21:48:17,light rain,0.5,0.0
489,489,Lasa,46.62,10.7,48.2,36,100,13.87,IT,2020-02-23 21:48:18,overcast clouds,0.0,0.0
490,490,Ishigaki,24.34,124.16,69.8,73,20,11.41,JP,2020-02-23 21:48:18,few clouds,0.0,0.0
491,491,Kindu,-2.95,25.95,72.88,97,100,1.68,CD,2020-02-23 21:48:18,light rain,0.81,0.0
492,492,Kozhva,65.11,57.05,28.11,88,100,16.58,RU,2020-02-23 21:48:18,light snow,0.0,0.19
493,493,Ulaangom,49.98,92.07,7.47,97,100,1.9,MN,2020-02-23 21:48:18,light snow,0.0,0.25
494,494,Chifeng,42.27,118.96,26.33,73,69,4.16,CN,2020-02-23 21:44:24,broken clouds,0.0,0.0
495,495,Lindi,-10.0,39.72,82.4,83,75,11.41,TZ,2020-02-23 21:48:19,broken clouds,0.0,0.0
496,496,Pudozh,61.81,36.53,32.59,97,100,8.99,RU,2020-02-23 21:48:19,light snow,0.0,0.81
497,497,Yen Bai,21.7,104.87,60.94,91,0,1.39,VN,2020-02-23 21:48:19,clear sky,0.0,0.0
498,498,San Patricio,19.22,-104.7,84.2,74,5,13.87,MX,2020-02-23 21:48:20,clear sky,0.0,0.0
499,499,Yeppoon,-23.13,150.73,73.4,94,40,6.93,AU,2020-02-23 21:48:20,scattered clouds,0.0,0.0
500,500,Gizo,-8.1,156.84,78.8,86,16,4.09,SB,2020-02-23 21:48:20,few clouds,0.0,0.0
501,501,Wanlaweyn,2.62,44.89,77.61,72,45,16.35,SO,2020-02-23 21:48:20,scattered clouds,0.0,0.0
502,502,Chirongui,-12.93,45.15,78.8,94,20,2.24,YT,2020-02-23 21:48:20,few clouds,0.0,0.0
503,503,Timmins,48.47,-81.33,37.4,64,75,10.29,CA,2020-02-23 21:44:56,broken clouds,0.0,0.0
504,504,Hun,29.13,15.95,52.07,64,0,5.08,LY,2020-02-23 21:48:21,clear sky,0.0,0.0
505,505,Puerto Colombia,10.99,-74.95,84.2,62,39,17.22,CO,2020-02-23 21:48:21,smoke,0.0,0.0
506,506,Klang,3.03,101.45,78.8,83,20,2.24,MY,2020-02-23 21:48:21,few clouds,0.0,0.0
507,507,Berdigestyakh,62.1,126.7,-2.09,97,99,3.53,RU,2020-02-23 21:48:21,light snow,0.0,0.13
508,508,Batagay,67.63,134.63,-16.01,99,83,2.53,RU,2020-02-23 21:48:22,broken clouds,0.0,0.0
509,509,Kiama,-34.68,150.87,73.0,68,0,6.93,AU,2020-02-23 21:48:22,clear sky,0.0,0.0
510,510,Khandyga,62.67,135.6,-5.62,98,100,2.59,RU,2020-02-23 21:43:58,light snow,0.0,0.19
511,511,Svetlogorsk,52.63,29.73,36.27,89,100,9.89,BY,2020-02-23 21:48:22,light rain,0.19,0.0
512,512,Raahe,64.68,24.48,32.0,71,58,13.87,FI,2020-02-23 21:48:23,broken clouds,0.0,0.0
513,513,Nyandoma,61.67,40.2,30.4,97,94,10.42,RU,2020-02-23 21:48:23,light snow,0.0,0.44
514,514,Nola,40.92,14.53,57.0,76,40,5.82,IT,2020-02-23 21:48:23,scattered clouds,0.0,0.0
515,515,Smithfield,41.92,-71.55,54.0,23,1,6.93,US,2020-02-23 21:45:24,clear sky,0.0,0.0
516,516,Zhezkazgan,47.8,67.71,6.89,94,0,7.02,KZ,2020-02-23 21:48:24,clear sky,0.0,0.0
517,517,Shwebo,22.57,95.7,70.29,53,6,2.89,MM,2020-02-23 21:48:24,clear sky,0.0,0.0
518,518,Kokoda,-8.88,147.74,64.9,92,100,2.75,PG,2020-02-23 21:48:24,overcast clouds,0.0,0.0
519,519,Toamasina,-18.17,49.38,78.8,88,75,11.39,MG,2020-02-23 21:48:24,shower rain,0.0,0.0
520,520,Chapais,49.78,-74.85,35.6,64,75,9.17,CA,2020-02-23 21:48:24,broken clouds,0.0,0.0
521,521,Corowa,-36.03,146.38,73.0,83,40,2.71,AU,2020-02-23 21:48:25,scattered clouds,0.0,0.0
522,522,Kulunda,52.57,78.94,14.76,96,78,2.06,RU,2020-02-23 21:48:25,light snow,0.0,0.13
523,523,Morant Bay,17.88,-76.41,84.2,62,75,12.75,JM,2020-02-23 21:48:25,broken clouds,0.0,0.0
524,524,Phu Ly,20.54,105.91,66.69,90,99,2.28,VN,2020-02-23 21:46:14,light rain,0.25,0.0
525,525,Muncar,-8.43,114.33,79.84,81,34,4.65,ID,2020-02-23 21:48:26,scattered clouds,0.0,0.0
526,526,Okha,53.57,142.95,-5.69,100,2,7.43,RU,2020-02-23 21:48:26,clear sky,0.0,0.0
527,527,Baillif,16.02,-61.75,82.4,61,40,6.93,GP,2020-02-23 21:48:26,scattered clouds,0.0,0.0
528,528,Jaguariaiva,-24.25,-49.71,71.01,93,95,5.99,BR,2020-02-23 21:48:27,overcast clouds,0.0,0.0
529,529,Goreloye,52.94,41.5,32.45,99,100,9.53,RU,2020-02-23 21:48:27,snow,0.0,1.69
530,530,Boa Vista,2.82,-60.67,95.0,39,40,9.17,BR,2020-02-23 21:43:52,scattered clouds,0.0,0.0
531,531,Brae,60.4,-1.35,41.0,81,96,6.93,GB,2020-02-23 21:48:27,light rain,0.56,0.0
532,532,Namanga,-2.54,36.79,69.78,82,100,7.43,KE,2020-02-23 21:48:27,overcast clouds,0.0,0.0
533,533,Lucapa,-8.42,20.74,67.75,93,100,5.57,AO,2020-02-23 21:48:28,light rain,0.5,0.0
534,534,Santa Maria,-29.68,-53.81,78.8,47,0,10.29,BR,2020-02-23 21:48:28,clear sky,0.0,0.0
535,535,Westport,41.14,-73.36,54.0,37,1,10.29,US,2020-02-23 21:48:28,clear sky,0.0,0.0
536,536,Lokosovo,61.13,74.82,23.25,92,100,9.73,RU,2020-02-23 21:48:28,overcast clouds,0.0,0.0
537,537,Umtata,-31.59,28.78,57.2,87,98,4.7,ZA,2020-02-23 21:48:29,overcast clouds,0.0,0.0
538,538,Havre-Saint-Pierre,50.23,-63.6,30.2,92,90,6.93,CA,2020-02-23 21:48:29,mist,0.0,0.0
539,539,Mecca,21.43,39.83,71.04,61,100,4.09,SA,2020-02-23 21:45:41,overcast clouds,0.0,0.0
540,540,Pulandian,39.4,121.97,39.2,80,100,4.47,CN,2020-02-23 21:48:29,overcast clouds,0.0,0.0
541,541,Acapulco,16.86,-99.89,84.2,74,5,11.41,MX,2020-02-23 21:45:02,clear sky,0.0,0.0
